Experiment id: 6e910fbc-2258-4110-b5b1-e891050c7487
Performance Test Version: 2fc8cc2-dirty
Logfile name: d5634de6-979b-48da-a151-12c3c8f44afa.csv
Communication mean: RCLCPP_SINGLE_THREADED_EXECUTOR
RMW Implementation: rmw_fastrtps_cpp
DDS domain id: 0
QOS: Reliability: RELIABLE Durability: VOLATILE History kind: KEEP_LAST History depth: 100 Sync. pub/sub: 0
Publishing rate: 0
Topic name: PointCloud1m
Msg name: PointCloud1m
Maximum runtime (sec): 30
Number of publishers: 0
Number of subscribers: 1
Memory check enabled: 0
Use single participant: 0
With security: 0
Zero copy transfer: 0
Roundtrip Mode: NONE
Ignore seconds from beginning: 5

---EXPERIMENT-START---
T_experiment,	T_loop,	received,	sent,	lost,	relative_loss,	data_received,	latency_min (ms),	latency_max (ms),	latency_mean (ms),	latency_variance (ms),	pub_loop_res_min (ms),	pub_loop_res_max (ms),	pub_loop_res_mean (ms),	pub_loop_res_variance (ms),	sub_loop_res_min (ms),	sub_loop_res_max (ms),	sub_loop_res_mean (ms),	sub_loop_res_variance (ms),	ru_utime,	ru_stime,	ru_maxrss,	ru_ixrss,	ru_idrss,	ru_isrss,	ru_minflt,	ru_majflt,	ru_nswap,	ru_inblock,	ru_oublock,	ru_msgsnd,	ru_msgrcv,	ru_nsignals,	ru_nvcsw,	ru_nivcsw,	cpu_usage (%)
6.028855,		1.010010,		0,		0,		0,		nan,		0,		inf,		-inf,		0,		nan,		inf,		-inf,		0,		0,		0,		0,		0,		0,		0.1799,		0.1772,		132759552,		0,		0,		0,		10402,		7,		0,		0,		0,		16,		32,		0,		26,		6994,		9.007e-06
7.032100,		1.003127,		0,		0,		0,		nan,		0,		inf,		-inf,		0,		nan,		inf,		-inf,		0,		0,		0,		0,		0,		0,		0.2032,		0.1832,		132759552,		0,		0,		0,		10402,		7,		0,		0,		0,		18,		36,		0,		30,		7773,		0.4984
8.039336,		1.007213,		0,		0,		0,		nan,		0,		inf,		-inf,		0,		nan,		inf,		-inf,		0,		0,		0,		0,		0,		0,		0.2252,		0.1889,		132759552,		0,		0,		0,		10402,		7,		0,		0,		0,		18,		36,		0,		30,		8636,		0.2482
9.046278,		1.006919,		0,		0,		0,		nan,		0,		inf,		-inf,		0,		nan,		inf,		-inf,		0,		0,		0,		0,		0,		0,		0.2484,		0.1947,		132759552,		0,		0,		0,		10403,		7,		0,		0,		0,		18,		36,		0,		30,		9415,		0.3724
10.053706,		1.007394,		0,		0,		0,		nan,		0,		inf,		-inf,		0,		nan,		inf,		-inf,		0,		0,		0,		0,		0,		0,		0.2707,		0.2006,		132759552,		0,		0,		0,		10403,		7,		0,		0,		0,		20,		40,		0,		33,		10257,		0.4963
11.063767,		1.010010,		0,		0,		0,		nan,		0,		inf,		-inf,		0,		nan,		inf,		-inf,		0,		0,		0,		0,		0,		0,		0.2907,		0.2062,		132759552,		0,		0,		0,		10403,		7,		0,		0,		0,		20,		40,		0,		33,		11132,		0.2475
12.066846,		1.003057,		0,		0,		0,		nan,		0,		inf,		-inf,		0,		nan,		inf,		-inf,		0,		0,		0,		0,		0,		0,		0.3146,		0.2124,		132759552,		0,		0,		0,		10403,		7,		0,		0,		0,		20,		40,		0,		33,		11984,		0.3738
13.071415,		1.004549,		0,		0,		0,		nan,		0,		inf,		-inf,		0,		nan,		inf,		-inf,		0,		0,		0,		0,		0,		0,		0.3345,		0.2178,		132759552,		0,		0,		0,		10403,		7,		0,		0,		0,		22,		44,		0,		35,		12808,		0.2489
14.081454,		1.010017,		0,		0,		0,		nan,		0,		inf,		-inf,		0,		nan,		inf,		-inf,		0,		0,		0,		0,		0,		0,		0.3571,		0.2236,		132759552,		0,		0,		0,		10404,		7,		0,		0,		0,		22,		44,		0,		35,		13609,		0.3713
15.081930,		1.000451,		0,		0,		0,		nan,		0,		inf,		-inf,		0,		nan,		inf,		-inf,		0,		0,		0,		0,		0,		0,		0.3775,		0.2286,		132759552,		0,		0,		0,		10404,		7,		0,		0,		0,		22,		44,		0,		35,		14380,		0.2499
